filename,gender,imagequality,age,weight,carryingbag,footwear,emotion,bodypose,image_path
images/Set1/23760_3 (3).jpg,female,Bad,25-35,normal-healthy,None,Fancy,Neutral,Side,resized/218.jpg
images/Set1/IMG (5730).jpg,male,Good,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Back,resized/219.jpg
images/Set1/18750_0.jpg,male,Good,25-35,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Neutral,Front-Frontish,resized/220.jpg
images/Set1/9300_0 (3).jpg,male,Bad,45-55,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/221.jpg
images/Set1/29970_5 (2).jpg,female,Bad,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/222.jpg
images/Set1/8670_0 (2).jpg,male,Good,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/223.jpg
images/Set1/28350_0 (2).jpg,male,Average,25-35,slightly-overweight,None,Normal,Neutral,Front-Frontish,resized/224.jpg
images/Set1/26250_1 (2).jpg,female,Average,25-35,underweight,None,CantSee,Neutral,Front-Frontish,resized/225.jpg
images/Set1/IMG (150).jpg,male,Average,25-35,underweight,None,Normal,Neutral,Front-Frontish,resized/226.jpg
images/Set1/18900_1 (2).jpg,female,Good,25-35,slightly-overweight,Grocery/Home/Plastic Bag,CantSee,Neutral,Back,resized/227.jpg
images/Set1/23490_5.jpg,female,Good,25-35,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Neutral,Front-Frontish,resized/228.jpg
images/Set1/15480_2 (2).jpg,male,Average,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/229.jpg
images/Set1/25350_3 (2).jpg,female,Good,35-45,slightly-overweight,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/230.jpg
images/Set1/19290_2 (2).jpg,male,Average,45-55,slightly-overweight,None,CantSee,Neutral,Front-Frontish,resized/231.jpg
images/Set1/IMG (6628).jpg,female,Good,25-35,normal-healthy,None,Fancy,Neutral,Back,resized/232.jpg
images/Set1/46470_6.jpg,male,Average,15-25,underweight,None,Normal,Neutral,Front-Frontish,resized/233.jpg
images/Set1/32100_2.jpg,female,Good,25-35,slightly-overweight,None,Normal,Happy,Front-Frontish,resized/234.jpg
images/Set1/26610_1 (3).jpg,female,Good,25-35,underweight,None,Normal,Neutral,Side,resized/235.jpg
images/Set1/17340_2.jpg,male,Good,35-45,normal-healthy,None,CantSee,Neutral,Back,resized/236.jpg
images/Set1/11790_3.jpg,female,Average,35-45,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/237.jpg
images/Set1/6750_2.jpg,female,Good,15-25,normal-healthy,Grocery/Home/Plastic Bag,Fancy,Neutral,Back,resized/238.jpg
images/Set1/IMG (3915).jpg,female,Average,15-25,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Side,resized/239.jpg
images/Set1/3030_3 (2).jpg,female,Bad,25-35,normal-healthy,None,Normal,Neutral,Side,resized/240.jpg
images/Set1/IMG (6561).jpg,female,Average,45-55,slightly-overweight,Daily/Office/Work Bag,Fancy,Angry/Serious,Front-Frontish,resized/241.jpg
images/Set1/3300_0 (3).jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/242.jpg
images/Set1/IMG (3997).jpg,male,Bad,35-45,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/243.jpg
images/Set1/6660_0 (6).jpg,male,Good,25-35,normal-healthy,None,Fancy,Neutral,Front-Frontish,resized/244.jpg
images/Set1/IMG (2905).jpg,female,Bad,25-35,underweight,None,Fancy,Neutral,Back,resized/245.jpg
images/Set1/22050_0.jpg,male,Average,35-45,slightly-overweight,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/246.jpg
images/Set1/5580_0.jpg,male,Average,45-55,normal-healthy,Grocery/Home/Plastic Bag,Fancy,Neutral,Front-Frontish,resized/247.jpg
images/Set1/12570_2.jpg,male,Average,15-25,underweight,Daily/Office/Work Bag,Fancy,Neutral,Side,resized/248.jpg
images/Set1/990_0 (3).jpg,female,Bad,25-35,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/249.jpg
images/Set1/50370_2.jpg,male,Average,25-35,normal-healthy,None,CantSee,Happy,Front-Frontish,resized/250.jpg
images/Set1/IMG (5168).jpg,male,Average,35-45,slightly-overweight,None,CantSee,Neutral,Front-Frontish,resized/251.jpg
images/Set1/IMG (5590).jpg,male,Good,35-45,normal-healthy,None,CantSee,Angry/Serious,Front-Frontish,resized/252.jpg
images/Set1/IMG (3741).jpg,male,Bad,35-45,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/253.jpg
images/Set1/12960_2 (2).jpg,male,Good,35-45,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/254.jpg
images/Set1/29460_0.jpg,male,Average,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/255.jpg
images/Set1/2250_1 (3).jpg,male,Good,25-35,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Neutral,Front-Frontish,resized/256.jpg
images/Set1/17070_2.jpg,female,Good,25-35,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Side,resized/257.jpg
images/Set1/6180_4 (2).jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Back,resized/258.jpg
images/Set1/750_4.jpg,female,Good,25-35,normal-healthy,None,Normal,Angry/Serious,Front-Frontish,resized/259.jpg
images/Set1/IMG (7361).jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Back,resized/260.jpg
images/Set1/IMG (4112).jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Side,resized/261.jpg
images/Set1/IMG (8216).jpg,male,Good,25-35,normal-healthy,None,Normal,Neutral,Back,resized/262.jpg
images/Set1/IMG (4876).jpg,female,Good,35-45,slightly-overweight,Grocery/Home/Plastic Bag,Fancy,Neutral,Back,resized/263.jpg
images/Set1/IMG (3424).jpg,male,Bad,25-35,normal-healthy,None,Normal,Neutral,Side,resized/264.jpg
images/Set1/5820_2.jpg,male,Bad,45-55,slightly-overweight,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/265.jpg
images/Set1/IMG (8306).jpg,male,Average,35-45,slightly-overweight,None,Normal,Angry/Serious,Front-Frontish,resized/266.jpg
images/Set1/IMG (3577).jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Happy,Side,resized/267.jpg
images/Set1/IMG (1122).jpg,male,Average,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Happy,Front-Frontish,resized/268.jpg
images/Set1/50430_0.jpg,male,Bad,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/269.jpg
images/Set1/IMG (2573).jpg,male,Average,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/270.jpg
images/Set1/8010_0 (5).jpg,male,Average,35-45,normal-healthy,None,Fancy,Neutral,Front-Frontish,resized/271.jpg
images/Set1/36570_0 (3).jpg,male,Bad,15-25,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/272.jpg
images/Set1/5280_0 (2).jpg,male,Good,35-45,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/273.jpg
images/Set2/300_1.jpg,male,Bad,15-25,normal-healthy,None,Fancy,Neutral,Front-Frontish,resized/274.jpg
images/Set2/7980_4.jpg,female,Good,15-25,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/275.jpg
images/Set2/2670_5.jpg,female,Good,15-25,underweight,Daily/Office/Work Bag,Fancy,Angry/Serious,Side,resized/276.jpg
images/Set2/3270_7 (2).jpg,male,Good,35-45,normal-healthy,None,CantSee,Angry/Serious,Side,resized/277.jpg
images/Set2/12000_3.jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/278.jpg
images/Set2/34800_2.jpg,male,Good,35-45,normal-healthy,None,CantSee,Neutral,Back,resized/279.jpg
images/Set2/17160_2.jpg,male,Average,25-35,normal-healthy,None,Fancy,Neutral,Side,resized/280.jpg
images/Set2/9660_0.jpg,female,Average,15-25,normal-healthy,Grocery/Home/Plastic Bag,Fancy,Happy,Front-Frontish,resized/281.jpg
images/Set2/16110_1.jpg,male,Good,25-35,normal-healthy,None,Fancy,Angry/Serious,Front-Frontish,resized/282.jpg
images/Set2/15750_4 (2).jpg,male,Average,35-45,normal-healthy,None,Fancy,Neutral,Side,resized/283.jpg
images/Set2/22800_2.jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Happy,Front-Frontish,resized/284.jpg
images/Set2/12390_7.jpg,male,Average,25-35,normal-healthy,None,Fancy,Neutral,Front-Frontish,resized/285.jpg
images/Set2/10680_3.jpg,female,Good,25-35,over-weight,Daily/Office/Work Bag,Fancy,Happy,Side,resized/286.jpg
images/Set3/9720_0.jpg,male,Bad,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/287.jpg
images/Set3/15450_1.jpg,male,Average,35-45,slightly-overweight,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/288.jpg
images/Set3/12090_2 (2).jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/289.jpg
images/Set3/8010_0.jpg,female,Good,35-45,slightly-overweight,None,Fancy,Happy,Front-Frontish,resized/290.jpg
images/Set3/3720_1.jpg,female,Bad,15-25,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/291.jpg
images/Set3/9720_0 (2).jpg,female,Good,15-25,normal-healthy,None,Fancy,Neutral,Front-Frontish,resized/292.jpg
images/Set4/18210_1 (2).jpg,male,Average,35-45,slightly-overweight,None,Fancy,Angry/Serious,Front-Frontish,resized/293.jpg
images/Set4/115290_2.jpg,female,Good,35-45,normal-healthy,Grocery/Home/Plastic Bag,Fancy,Neutral,Front-Frontish,resized/294.jpg
images/Set4/28650_3.jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/295.jpg
images/Set1/IMG (4300).jpg,male,Average,25-35,slightly-overweight,None,CantSee,Neutral,Front-Frontish,resized/296.jpg
images/Set1/9870_0 (4).jpg,male,Good,35-45,slightly-overweight,None,CantSee,Neutral,Front-Frontish,resized/297.jpg
images/Set1/IMG (955).jpg,female,Bad,45-55,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Neutral,Front-Frontish,resized/298.jpg
images/Set1/14460_0.jpg,male,Good,45-55,normal-healthy,None,CantSee,Neutral,Side,resized/299.jpg
images/Set1/14010_0 (4).jpg,male,Good,25-35,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Neutral,Side,resized/300.jpg
images/Set1/6840_1 (6).jpg,male,Average,25-35,slightly-overweight,Daily/Office/Work Bag,Normal,Happy,Front-Frontish,resized/301.jpg
images/Set1/IMG (913).jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/302.jpg
images/Set1/IMG (6233).jpg,male,Good,45-55,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Neutral,Back,resized/303.jpg
images/Set1/IMG (4064).jpg,female,Average,55+,slightly-overweight,None,Normal,Neutral,Side,resized/304.jpg
images/Set1/46650_5.jpg,male,Average,25-35,over-weight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/305.jpg
images/Set1/30300_0 (2).jpg,male,Good,35-45,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/306.jpg
images/Set1/10620_4.jpg,male,Good,45-55,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Side,resized/307.jpg
images/Set1/37050_0.jpg,male,Average,55+,slightly-overweight,None,CantSee,Neutral,Front-Frontish,resized/308.jpg
images/Set1/IMG (7635).jpg,male,Good,25-35,normal-healthy,None,CantSee,Neutral,Back,resized/309.jpg
images/Set1/IMG (3888).jpg,male,Average,25-35,normal-healthy,None,Fancy,Neutral,Front-Frontish,resized/310.jpg
images/Set1/14460_0 (3).jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,Fancy,Neutral,Front-Frontish,resized/311.jpg
images/Set1/IMG (6313).jpg,male,Good,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Back,resized/312.jpg
images/Set1/17850_2.jpg,male,Average,35-45,slightly-overweight,None,CantSee,Angry/Serious,Side,resized/313.jpg
images/Set1/IMG (1180).jpg,male,Average,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/314.jpg
images/Set1/18570_3 (2).jpg,male,Average,25-35,normal-healthy,None,Fancy,Neutral,Front-Frontish,resized/315.jpg
images/Set1/15420_4 (2).jpg,female,Good,25-35,normal-healthy,None,Normal,Happy,Front-Frontish,resized/316.jpg
images/Set1/28860_0 (2).jpg,female,Average,15-25,normal-healthy,None,Fancy,Neutral,Side,resized/317.jpg
images/Set1/7770_0.jpg,male,Average,55+,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Neutral,Front-Frontish,resized/318.jpg
images/Set1/8160_1 (2).jpg,male,Average,15-25,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Side,resized/319.jpg
images/Set1/IMG (3162).jpg,male,Average,45-55,slightly-overweight,Grocery/Home/Plastic Bag,Normal,Neutral,Back,resized/320.jpg
images/Set1/10140_2 (4).jpg,female,Average,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/321.jpg
images/Set1/73800_0.jpg,male,Good,35-45,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/322.jpg
images/Set1/76620_2.jpg,male,Average,55+,underweight,None,Normal,Happy,Front-Frontish,resized/323.jpg
images/Set1/18150_3.jpg,male,Good,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Angry/Serious,Front-Frontish,resized/324.jpg
images/Set1/10140_1 (3).jpg,male,Good,55+,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/325.jpg
images/Set1/IMG (653).jpg,male,Average,35-45,slightly-overweight,None,CantSee,Neutral,Back,resized/326.jpg
images/Set1/4230_2.jpg,male,Good,15-25,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/327.jpg
images/Set1/IMG (6513).jpg,male,Good,25-35,normal-healthy,None,Normal,Neutral,Back,resized/328.jpg
images/Set1/IMG (1955).jpg,male,Average,45-55,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/329.jpg
images/Set1/7500_1 (3).jpg,male,Average,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/330.jpg
images/Set1/IMG (8228).jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Back,resized/331.jpg
images/Set1/IMG (4095).jpg,male,Average,55+,underweight,None,CantSee,Neutral,Back,resized/332.jpg
images/Set1/480_4.jpg,female,Average,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/333.jpg
images/Set1/1830_0.jpg,male,Average,35-45,normal-healthy,None,Normal,Neutral,Side,resized/334.jpg
images/Set1/6360_2 (2).jpg,female,Average,35-45,normal-healthy,None,CantSee,Neutral,Side,resized/335.jpg
images/Set1/IMG (3993).jpg,male,Average,55+,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/336.jpg
images/Set1/15480_1 (6).jpg,female,Good,15-25,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Happy,Front-Frontish,resized/337.jpg
images/Set1/19770_8.jpg,female,Average,35-45,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Side,resized/338.jpg
images/Set1/7140_0 (3).jpg,male,Average,25-35,slightly-overweight,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/339.jpg
images/Set1/24810_2.jpg,female,Good,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/340.jpg
images/Set1/1350_2 (2).jpg,male,Average,35-45,slightly-overweight,None,Normal,Neutral,Front-Frontish,resized/341.jpg
images/Set1/7860_0.jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/342.jpg
images/Set1/IMG (2215).jpg,female,Average,15-25,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Back,resized/343.jpg
images/Set1/19890_2.jpg,female,Average,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/344.jpg
images/Set1/IMG (1176).jpg,female,Good,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/345.jpg
images/Set1/12630_1 (4).jpg,female,Good,15-25,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Back,resized/346.jpg
images/Set1/21270_3 (2).jpg,female,Average,45-55,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Back,resized/347.jpg
images/Set1/36870_0 (3).jpg,female,Average,55+,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/348.jpg
images/Set1/12900_4.jpg,female,Good,15-25,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/349.jpg
images/Set1/IMG (604).jpg,male,Good,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/350.jpg
images/Set1/IMG (7734).jpg,male,Good,25-35,normal-healthy,Grocery/Home/Plastic Bag,Normal,Neutral,Back,resized/351.jpg
images/Set1/5100_0.jpg,male,Good,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/352.jpg
images/Set1/300_7 (2).jpg,female,Average,15-25,normal-healthy,None,Normal,Neutral,Side,resized/353.jpg
images/Set1/2940_2 (3).jpg,male,Average,35-45,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/354.jpg
images/Set1/10080_1 (4).jpg,male,Average,25-35,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/355.jpg
images/Set1/106320_7.jpg,male,Good,25-35,slightly-overweight,None,Normal,Neutral,Side,resized/356.jpg
images/Set1/9780_0.jpg,male,Good,15-25,normal-healthy,None,Normal,Neutral,Back,resized/357.jpg
images/Set1/IMG (5556).jpg,male,Good,35-45,slightly-overweight,None,CantSee,Neutral,Side,resized/358.jpg
images/Set1/9420_0 (3).jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/359.jpg
images/Set1/5910_0 (3).jpg,female,Good,15-25,normal-healthy,None,Fancy,Happy,Front-Frontish,resized/360.jpg
images/Set1/23850_0 (2).jpg,female,Good,35-45,normal-healthy,Daily/Office/Work Bag,Normal,Happy,Front-Frontish,resized/361.jpg
images/Set1/22890_1.jpg,male,Good,35-45,normal-healthy,Grocery/Home/Plastic Bag,CantSee,Neutral,Front-Frontish,resized/362.jpg
images/Set1/IMG (5644).jpg,male,Good,55+,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Side,resized/363.jpg
images/Set1/IMG (5012).jpg,male,Average,35-45,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/364.jpg
images/Set1/10500_5.jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Back,resized/365.jpg
images/Set1/32910_0.jpg,male,Good,35-45,normal-healthy,None,CantSee,Neutral,Side,resized/366.jpg
images/Set1/107400_0.jpg,female,Average,35-45,normal-healthy,Daily/Office/Work Bag,CantSee,Happy,Side,resized/367.jpg
images/Set2/210_0 (3).jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Happy,Front-Frontish,resized/368.jpg
images/Set2/8190_1.jpg,male,Good,35-45,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/369.jpg
images/Set2/20160_6.jpg,male,Average,25-35,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/370.jpg
images/Set2/15210_0.jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/371.jpg
images/Set2/31440_3 (2).jpg,female,Good,35-45,slightly-overweight,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/372.jpg
images/Set2/1620_2.jpg,male,Average,35-45,slightly-overweight,None,Normal,Neutral,Side,resized/373.jpg
images/Set2/33900_5.jpg,male,Average,45-55,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/374.jpg
images/Set2/240_4 (2).jpg,female,Good,15-25,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/375.jpg
images/Set2/39810_3.jpg,male,Good,25-35,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/376.jpg
images/Set2/22620_4.jpg,male,Average,15-25,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/377.jpg
images/Set2/30810_4.jpg,male,Good,35-45,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/378.jpg
images/Set2/26430_2.jpg,female,Good,15-25,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/379.jpg
images/Set2/6600_6.jpg,female,Good,25-35,slightly-overweight,Daily/Office/Work Bag,Normal,Happy,Front-Frontish,resized/380.jpg
images/Set2/16830_2 (2).jpg,female,Good,35-45,slightly-overweight,Daily/Office/Work Bag,Normal,Neutral,Back,resized/381.jpg
images/Set3/4290_4.jpg,male,Good,35-45,normal-healthy,None,Normal,Neutral,Side,resized/382.jpg
images/Set3/11370_0 (2).jpg,female,Good,25-35,normal-healthy,Daily/Office/Work Bag,CantSee,Neutral,Front-Frontish,resized/383.jpg
images/Set3/6150_4.jpg,male,Good,45-55,slightly-overweight,None,Normal,Neutral,Side,resized/384.jpg
images/Set3/11910_7.jpg,female,Good,35-45,normal-healthy,None,CantSee,Neutral,Front-Frontish,resized/385.jpg
images/Set3/7320_3.jpg,female,Bad,35-45,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/386.jpg
images/Set3/46200_8.jpg,male,Good,35-45,slightly-overweight,Grocery/Home/Plastic Bag,Normal,Neutral,Front-Frontish,resized/387.jpg
images/Set4/7410_0.jpg,female,Good,35-45,normal-healthy,Daily/Office/Work Bag,Normal,Neutral,Front-Frontish,resized/388.jpg
images/Set4/67890_2.jpg,male,Average,35-45,normal-healthy,None,Normal,Neutral,Front-Frontish,resized/389.jpg
